STATION,NAME,DATE,DAY,MONTH,YEAR,TAVG,TMAX,TMIN
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",3/13/2019,13,3,2019,39,43,27
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",3/14/2019,14,3,2019,33,46,22
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",3/15/2019,15,3,2019,38,51,30
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",3/16/2019,16,3,2019,41,53,32
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",3/17/2019,17,3,2019,41,53,31
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",3/18/2019,18,3,2019,41,55,30
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",3/19/2019,19,3,2019,45,61,33
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",3/20/2019,20,3,2019,48,65,34
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",3/21/2019,21,3,2019,49,64,35
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",3/22/2019,22,3,2019,48,63,36
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",3/23/2019,23,3,2019,52,61,43
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",3/24/2019,24,3,2019,49,51,39
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",3/25/2019,25,3,2019,47,61,36
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",3/26/2019,26,3,2019,52,57,42
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",3/27/2019,27,3,2019,46,50,37
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",3/28/2019,28,3,2019,47,51,45
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",3/29/2019,29,3,2019,47,57,40
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",3/30/2019,30,3,2019,46,60,35
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",3/31/2019,31,3,2019,49,65,37
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/1/2019,1,4,2019,51,67,38
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/2/2019,2,4,2019,54,68,41
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/3/2019,3,4,2019,58,62,50
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/4/2019,4,4,2019,55,62,48
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/5/2019,5,4,2019,54,63,47
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/6/2019,6,4,2019,50,54,40
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/7/2019,7,4,2019,51,58,46
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/8/2019,8,4,2019,51,57,47
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/9/2019,9,4,2019,51,54,48
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/10/2019,10,4,2019,51,59,43
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/11/2019,11,4,2019,48,53,44
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/12/2019,12,4,2019,47,58,43
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/13/2019,13,4,2019,50,59,44
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/14/2019,14,4,2019,47,53,40
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/15/2019,15,4,2019,45,59,36
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/16/2019,16,4,2019,51,58,45
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/17/2019,17,4,2019,54,64,46
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/18/2019,18,4,2019,56,76,43
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/19/2019,19,4,2019,64,78,53
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/20/2019,20,4,2019,57,61,50
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/21/2019,21,4,2019,56,67,45
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/22/2019,22,4,2019,56,72,40
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/23/2019,23,4,2019,62,72,54
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/24/2019,24,4,2019,61,66,45
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/25/2019,25,4,2019,54,71,39
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/26/2019,26,4,2019,56,68,50
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/27/2019,27,4,2019,54,59,41
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/28/2019,28,4,2019,47,56,39
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/29/2019,29,4,2019,46,61,31
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",4/30/2019,30,4,2019,49,63,33
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",5/1/2019,1,5,2019,51,66,38
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",5/2/2019,2,5,2019,54,65,42
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",5/3/2019,3,5,2019,54,71,39
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",5/4/2019,4,5,2019,59,76,43
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",5/5/2019,5,5,2019,63,77,49
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",5/6/2019,6,5,2019,64,79,47
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",5/7/2019,7,5,2019,65,79,49
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",5/8/2019,8,5,2019,64,76,48
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",5/9/2019,9,5,2019,64,76,48
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",5/10/2019,10,5,2019,63,82,48
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",5/11/2019,11,5,2019,68,87,51
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",5/12/2019,12,5,2019,71,87,53
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",5/13/2019,13,5,2019,69,81,52
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",5/14/2019,14,5,2019,67,81,50
USW00024149,"LEWISTON NEZ PERCE CO AIRPORT, ID US",5/15/2019,15,5,2019,61,,
